,Author,Date,Colour,Verification,Rating,Title,Desc
29,"['Honest Reviews', [...]]","['20 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Best phone under 65k even in 2019', [...]]","[['This is my 4th IPhone X purchase all in used in family and bought first on launch day in India and last one in October 2018 but still and I have bought and used oneplus to pixel 2Xl along the period and while both those phone are good but I am 100 percent you won’t enjoy them and they won’t last and work as smooth as iPhone X , I bought this phone from 89k on launch till 62k in prime day sale after all discounts and I can say at 65 it’s awesome buy.', 'I find the display best even better than smasung due to natural colours Samsung phone are very oversaturated even though they also use Samsung display a thing you realise when you send someone a pic before buying something and when you reach they realise Color look nothing like on there phone.', 'Battery is good for me 6-7 screen on time but never enough but still it’s good compared to competition.', 'This phone is made of glass hence I use skin and a case and I still prefer glass as I enjoy wireless charging.', 'It’s the most premium looking peace of tech I own .', 'This phone keeps getting faster with every update something no android can compete with.', 'I will suggest you buy AirPods along with the phone an awesome experience together.', 'XR is also good buy if you value camera over display.']]"
30,"['Rajeev Seth', [...]]","['14 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Iphone x', [...]]","[['Received the box intact.', 'After unboxing the phone, i found the volume button sticky', '( non functional) and voice quality of the speaker was not upto mark.', 'I approached b2x for the problem same day i received the phone.', 'B2x replaced the phone in 7 days.', 'Thanks to b2x for the same.', 'But i wasnt expecting this kind of product from amazon.']]"
31,"['KUNAL DOGRA', [...]]","['16 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great just great', [...]]","[['This is my first iphone i was a long time android user but after using this iphone my views have been completely changed for androids after using ios or iphone i have realised that iphone is  much better than android in terms of display,camera,speed the iphone works seamless i mean the speed is very good', 'The battery is okay if you  dont play games the battery will run for a whole day in a single charge', '2-The camera is mind  blowing', '3- the phone processor speed is great', 'Cons', '1- the battery drains fast when you play games or if you keep bright display light then also battery will not be able to keep it for a whole day']]"
32,"['prakash', [...]]","['16 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Best iphone ever', [...]]","[['One of the crafted and precisely design iphone ever in apple market. Love the build wuakity fully glss design with white color gives you rich and best feeling.', 'Dual camera is one of the key points.', 'Battery life is almost 1 days if you are using full day.', 'With combination of 5.8 inch disply everything looks stunning and gorgeous.', 'I got 256 gb white version in 82k with amazon festival sale. Seller is trustworthy and reliable. Always send genuine products.']]"
33,"['Andrew', [...]]","['11 September 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['GEM', [...]]",[['God of notches']]
34,"['Pranav Chawla', [...]]","['9 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Still a powerhouse of a phone', [...]]","[['I got the phone during the Great Indian Festival Sale and made use of the price drop as well cash backs. Kudos to Amazon for that. Coming to the phone, I can truly justify the purchase at the price point I got it for and have no major issues whatsoever.', ""I have been using iPhone 7 since two years and the screen is a big upgrade as compared to it, the size isn't that big and adds more than inch to Screen real estate. In real life usage, I didn't find the phone to lag anytime and feels fast, smooth and very responsive. The display is great as expected from an AMOLED and I noticed an increase in the battery life as well."", 'iPhones typically, should be treated as an investment and not a product to show off. I am a power user and this serves all my needs very well. I am pretty sure that Apple will continue to support this product for quite a few years down the line as well therefore, went for the iPhone X instead of the iPhone XS.']]"
35,"['Pushpendra', [...]]","['30 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Jus go for it.', [...]]","[['This phone is absolute beauty. I am using this for past one month. This is my first iPhone and mind you i have become its Fan.', ""I'll give a detail review under following heads :-"", '1. Overall Look : This phone looks extremely classy and with gorgeous glass back, from front as well looks very stylish and it speaks volume about itself.', '2. Screen : The screen is wonderful, the touch is very responsive. Picture quality on screen is also amazing.', '3. Speed : One of the fastest phone available in the market. Although with launch of Xs still this phone is very fast and is much faster than many other phones available in mkt.', '3. Camera : Very Fine dual back Camera it gives good quality of pictures, Front camera is again very impressive Crystal clear puctures. Im not comparing it with DSLR but given this is a phone, its ip there.', 'Potrait mode can be improved. But not a bad output.', ""4. Battery life is ok ok won't say a very great given the price of the phone, but if u caompare with Xs there isn't any much difference."", '5. Overall : Purchased this product during sale, was able to grab on the deal. This phone is really great, totally worth buying.', 'If u have money thn u can jus without thinking twice can book this product.']]"
36,"['Ishaan', [...]]","['14 September 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Kaafi sexy phone', [...]]",[['Everything perfect.']]
37,"['Manoj ', [...]]","['4 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Check packages properly sealed or not before accepting', [...]]","[['Amazon delivery from Appario Retail is genuine product.', 'Pros:', '1. Primary Camera video quality is excellent in 4K', '2. Photo and portrait mode is excellent.', '3. Screen and audio quality is awesome.', 'Cons:', '1.video recording in 4k consume very high storage (1 minute video = 1 GB)', '2. Secondary selfie camera quality is average.', '3. Low Battery backup and Charging cable is average quality.', 'My suggestion is please consider 256 GB  IPHONE X if you record video frequently.', 'Also check seller review before buying online specially in UP & Bihar as some delivery', 'man may temper packages. So check packages properly sealed or not before accepting.']]"
38,"['Deven Borge', [...]]","['10 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Got faulty product.. :(', [...]]","[['On 1st Jan 2019 i bought this phone for me.', 'It was working as expected but after 5 days, screen touch was stopped working.', 'This rating is not for the iphone, anyways X is awesome but I am giving 1 rating for this faulty product that was delivered to me.', 'I request supplier to not to deliver such faulty products, people are spending good amount for this.']]"
39,"['Gurpreet Chandok', [...]]","['26 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Touch not working', [...]]",[['Touch not working properly. Apple care says talk to amazon. No resolution']]
40,"['kumar Saurav sharma', [...]]","['6 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Impressive', [...]]","[['Very nice', 'Apple a status symbol products', 'With awsm features']]"
41,"['Amazon Customer', [...]]","['15 October 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good deal for iPhone 256', [...]]",[['Iam have been waited for my dream phone 1 yr long back but I bought with affordable price with good deal and thank u for provide me the good iPhone and thank a lot']]
42,"['Swati Chandarana', [...]]","['21 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['No Point buying from AMAZON, No Warranty is given at APPLE stores', [...]]","[['My Phone stopped working suddenly and when submitted they says it has water damage so its not covered under warranty or insurance plan. when submitted to Apple store they say contact amazon for insurance, Even after buying such costly phone with insurance we only have option to buy new one if its hardware damage and they simply give report which says water detected even after claiming its water proof.']]"
43,"['Abhai KUmar Yadav', [...]]","['15 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['I phone x problem', [...]]",[['Ear phone got off can talk only through speaker']]
44,"['Amazon Customer', [...]]","['1 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['GO FOR IT GUYS', [...]]","[['Its been 18days since i am using iphone x and its amazing.To be honest i was little scary ordering this phone online but the deal is something that i cant miss. Phone is working quite decent and i can suggest anyone to buy it from amazon. There is nothing like you will get defective piece, a clone or a soap 😂😂. Thanks to Amazon for giving me iphone x at unbeatable price']]"
45,"['Raqib', [...]]","['23 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['Utterly disappointed', [...]]","[['It’s ok not up to the expectations, u can’t replace the mobile if any repair coz they will say that they will direct u to apple customer care and then only they will help ya!!']]"
46,"['Nikhil Ugale', [...]]","['11 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['X is Always better than Xr', [...]]",[['Brought in Amazon Sale Offer at 75K with One Time Free Screen Replacement I was thinking for New XR but X is Always Good Option in terms of Display Resolutions. Go for it if you are Planning for XR or XS']]
47,"['Peer', [...]]","['20 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Original!', [...]]",[['Received original product. Price is very cheaper than stores.Product is good as of now']]
