,Author,Date,Colour,Verification,Rating,Title,Desc
614,"['ganesh', [...]]","['15 March 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['5 stars', [...]]","[['Fantastic,awesone go for it if you have money..']]"
615,"['Vini', [...]]","['22 July 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['worst phone I ever seen']]
616,"['Nishant Sharma', [...]]","['18 September 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['2 months still works flawlessly', [...]]","[[""this product is apple's best work .. if u wish to bring a change in your life plus a feel good factor.. buy this.. its a class apart from all of the Android crap.. which eventually hangs..""]]"
617,"['Nagineni Sreenivasa Rao', [...]]","['17 March 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['I really hate the service', [...]]",[['I really hate the service. some one already opened the product and i noticed some finger prints one the phone..']]
618,"['Pawan sarees', [...]]","['19 June 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Best', [...]]",[['A']]
619,"['Amazon Customer', [...]]","['17 December 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Good', [...]]",[['Indian goods are not that equal to Americans purchase quality so soon the side on of button giving some troubles']]
620,"['Mehul Gupta', [...]]","['9 July 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Best phone ever had', [...]]","[['Best phone ever had..... screen six', ""send ok and easy to handle....plz buy this phone if u can.... and it's user friendly""]]"
621,"['SohAm', [...]]","['9 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Can I get one for free', [...]]","[[""I would like to use this phone. But I don't have enough credit to buy this one. I will feel grateful if you like to share one with me. 🙂😁""]]"
622,"['Sumangala', [...]]","['22 July 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Lol', [...]]",[['Sold both of my kidneys to buy this phone.Really good phone']]
623,"['Amit Singh', [...]]","['12 May 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Happy n Content', [...]]",[['Nice.. Working all fine.. Good value. Best phone avl now.']]
624,"['Ruchika Kakarya', [...]]","['10 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['phone wont start fake product', [...]]",[['phone wont start fake product']]
625,"['Milind Waje', [...]]","['20 January 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['The most amazing iPhone yet..', [...]]","[['The most amazing iPhone yet. The almost bezel-free screen is vibrant and sharp. FaceID and use gestures have made operating the phone so easy, intuitive and smooth. The camera is awesome and portrait mode and portrait light are outstanding. With the given specs the phone is very fast and greatly responsive. All apps are yet not optimised for iPhone X, so one needs to wait for that change to enjoy this beautiful handset to the maximum.']]"
626,"['shiva B', [...]]","['12 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Worst phone launched ever by apple', [...]]",[['All phones are getting replaced due to several issues.... I did for 3 times replaced with every time 8 days wait till the new phone comes.']]
627,"['vishnuvardhan', [...]]","['19 January 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['The display is defective. Did not expect this from ...', [...]]","[['The display is defective . Did not expect this from amazon as well as Apple .', 'Display has pink hue issue']]"
628,"['Chandeep Kaur', [...]]","['13 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Good']]
629,"['Amazon Customer', [...]]","['3 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['ok', [...]]",[['Shoppers find images and videos more helpful than text alone. taking sample review off. this is not trustedl. kjsd lkjads']]
630,"['Sahil G.', [...]]","['25 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['On my package on the blue tape it is clearly mentioned BAG TEMPERED I HAVE NOT OPENED THE PACKAGE', [...]]",[['Package problem']]
631,"['MAJID KHAN', [...]]","['15 January 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Great device.']]
632,"['Harsh', [...]]","['21 July 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['most amazing, sexy phone best forever the i', [...]]","[['most amazing,sexy phone best forever the i phone']]"
633,"['Manjunath Janardhan', [...]]","['12 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Stable and Design', [...]]","[[""After Samsung S2, J7, On8 and S7 moved to iPhone X for security , stability and design. Glad I moved to iPhone X.  Using it for 4 hrs and slightly get's heat but no that bad then S7.  FaceID is excellent feature. Go for it and really wroth spending for this phone.""]]"
634,"['D PRAVEEN KUMAR', [...]]","['12 January 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['No Doubt Amazing phone. Excellent performance.']]
635,"['rahul', [...]]","['10 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Worth of buying it']]
636,"['Harsh', [...]]","['21 August 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Best', [...]]",[['Best Phone Ever']]
637,"['mohd waseem', [...]]","['24 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['bakwas mobile', [...]]","[['i totally hate iphone mobiles. all the iphone buyer person in my view are nincompoop.', 'i begrudge apple phones totally']]"
638,"['Sarita P.', [...]]","['26 September 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['I sold my kidney', [...]]","[['Hi all of you I was using my kidney since my childhood so I thought to change the usage to an iPhone.....it works really well , though sometimes I have problems with urine and excretory system but no problem at least I have iPhone X to show off .']]"
639,"['Mandeep singh', [...]]","['13 October 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['New Unboxed Phone Not Working', [...]]",[['Iphone X delivered but not getting started... Power is not getting ON not charging... First time i am not liking amazon service']]
640,"['MaverickM', [...]]","['18 May 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Awesome powerhouse machine', [...]]","[['Amazing powerhouse machine with beautiful screen. However it is not free of cons. Here are few I noticed:', '1. There is no official way of transferring Whatsapp chat history', '2. Truecaller could not intercept calls to provide caller id', '3. No native support for call recording', ""4. Deleting individual messages (SMS) is a hassle. Wish they could've provided same mechanism like delete conversation or other messages i.e. left swipe"", '5. Could not clear all notifications in one go. Right cross button to clear all appears after a while', '6. Waiting for official wireless charger as could not find reliable reviews for other brand chargers', ""I'm using Mac for around 4 years now and there is no software glitch I've observed. The purpose of getting iPhone was to get similar reliable OS and software performance which might take some time for Android to catch up and I'm highly satisfied till now.""]]"
641,"['Navjeet S.', [...]]","['27 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Simply wow.. :)']]
642,"['S Jain', [...]]","['19 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Good phone', [...]]",[['Very happy with the features and overall look of the phone.  And got amazing deal during Amazon great festival sale']]
643,"['Eshwarya Bangwal', [...]]","['19 May 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Perfect phone But not happy with amazon', [...]]","[['Perfect phone', 'But not happy with amazon. Some glitches and battery problem. Not sure if amazon is right place to make such purchase.']]"
644,"['Dimpi singh', [...]]","['29 September 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Loved it', [...]]","[['I loved this product', 'But expected more features and specially dual Sim slot ... moreover its good enough ... 😊']]"
645,"['Aftab khan', [...]]","['5 March 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Beautiful designed iPhone by apple😍😍😍😍', [...]]","[['I received my X on launch day and I absolutely love this phone. If you would like a list of just my thoughts on the phone, scroll down pass the introduction.', 'The transition:', ""NO home button! The staple of the iPhone is gone; well, moved to a little notch at the top. I was expecting this transition to a home-button-less iPhone to be difficult, but all of the gestures feel so natural. I find myself annoyed trying to utilized an older iPhone as the interface now feels clunky. Switching through apps, opening the phone, accessing everything, it's all so easy. Now, this isn't to say there isn't a transition and while everything feels natural, there is a period of time where you have to get used to the new interface and some aspects that initially seemed difficult become second nature. For example, reachability was a favorite feature of mine and while it was initially hard to activate, I have now learned how to activate it without an issue (reachability brings the iPhone screen down halfway to reach top parts of the screen without moving your hand)."", 'Face ID:', ""I was skeptical to say the least, but Face ID works (almost) perfect. It does however learn from its missteps and if it fails to identify you, it will add that data to its cache. I personally scanned my face normally the first time and on the second scan did it at roughly a 45 degree angle so I could lean over my phone to view notifications. As I've adjusted to Face ID, it has gotten faster and faster at scanning my face and it's not something you need to wait on to open your phone. By the time you swipe up on your phone, it's unlocked and ready to go (I seriously forget I have a password). I also really enjoy the ability to utilize Face ID for my password for other logins and the ability to open up an app directly from the lock screen without having to then enter my fingerprint/passcode."", ""It's important to note here that your privacy is well, yours. No one has access to the data Face ID gather's and it is truly yours. Apple has a good track record on keeping your data private as they are not in the data business (hello Google & Facebook)."", 'What I love:', '- The screen looks amazing. The colors are vibrant, the blacks are deep with black wallpapers flowing aimlessly into the phone (to the point you cannot see the notch in the screen if the wallpaper is black).', ""- The Notch! Yes, the notch. Some people seem to hate it, I think it's iconic and makes the iPhone X stand alone in oled sphere. It fades into the user experience and I have not had any issues with it."", ""- The screen size. I have always wanted a plus, but I always felt like it was too big for my hands. That I would drop the phone and there it goes. The X remedies this for me and I get to use a larger screen in nearly the same form factor as my 6S. The screen truly looks amazing and if you haven't seen one, check one out at a local store."", ""- I'm not sure how much of this is just because my 6S was a few years old, but the taptic engine in the X is amazing. As in, when the phone vibrates, I can easily identify what it is through the vibration and the vibration itself feels smooth."", '- Force touch is also fantastic and the haptic feedback on everything from a like on twitter to moving apps around is wonderful. Makes the screen feel more three-dimensional in a way.', '- The camera takes wonderful pictures. I have taken a few pictures in portrait mode and some pictures genuinely look like they were taken with a DSLR camera.', '- The speakers are louder than I expected and sound very clear. Great for impromptu music listening.', '- The phone is a little heavy, but it is definitely comfortable to hold. It feels like a luxury device and has a certain weight to it.', ""What I don't:"", 'Honestly, I do not have a genuine complaint at this point. The only complaint that comes to mind revolves around the lack of optimization I have faced in some apps, but that is a developer problem and even then, developers have optimized a majority of their apps and my issues have been few and far between.']]"
646,"['richa sinha', [...]]","['14 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Price to be decreased', [...]]","[['Want iphonex at 69999', 'Please please do the needful', 'Wanna buy this at 69999', 'I p h o n e x']]"
647,"['Asit', [...]]","['18 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Good experience']]
648,"['Pooja', [...]]","['29 September 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Useless', [...]]","[[""useless waste of money I prefer Don't buy this The camera is worst and the battery backup ends so early""]]"
649,"['Madhanagopal', [...]]","['18 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['3.0 out of 5 stars', [...]]","['iPhone X 64gb', [...]]",[['Battery drains fast..The price is only for the brand name Apple..mobile is not worth for the money..']]
650,"['Laxmikant B. T', [...]]","['13 April 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['High price for nothing extraordinary', [...]]",[['Nothing exciting in the hardware. Definitely not worth this high cost.']]
651,"['Subhaas', [...]]","['26 May 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['stopped working in 10 days after I got delivery.', [...]]",[['stopped  working in 10 days after I got delivery .']]
652,"['sakthi v', [...]]","['10 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Outstandingly', [...]]",[['Superb']]
653,"['Joydeep banerjee', [...]]","['9 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Exceeds Expectations - both apple and Amazon', [...]]","[['I have never been so satisfied with battery life lately, but apple has gone beyond to work on this aspect. So far the battery life in iPhone X is exceeding expectation. The magic of iOS continues with extremely simple gestures and swift flow.', 'Thanks to Amazon for delivering this device at my door step in less than 12 hours. Totally nailed it through Prime. I have been using this for last 5 days and so far there is no questions raised situation with me. Kudos guys.', 'P.S - The product is very delicate. Ensure you take utmost care while using it.']]"
654,"['Saikat', [...]]","['14 December 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great phone!', [...]]","[[""it's been almost 3 months that I am using this phone and I am absolutely loving it."", 'Totally worth it.', 'Amazing 1 day delivery with Amazon Prime']]"
655,"['MINI K S', [...]]","['25 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Its the best. The phone you use describes your personality as ...', [...]]",[['Its Iphone as we know it. Its the best. The phone you use describes your personality as some people say it.']]
656,"['shrikanth', [...]]","['23 July 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Good.']]
657,"['Amazon Customer', [...]]","['29 June 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Good phone', [...]]",[['It is a cool phone. Loved the phone very much good specs. Apple is d best company in fooling Indians.']]
658,"['Asif Ali', [...]]","['25 February 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]","[['This is iPhone X. No doubt I’ll ever give it less than 5⭐️⭐️⭐️⭐️⭐️.', 'I would strongly recommend you to make a video of opening the box when your receive it like I did. It would give you proof if your product is perfect or damaged. I did the same and it turned out to be perfect for me. I don’t know about others.', 'As far as I know amazon provide 10-15 days return policy on Apple iPhone X.']]"
659,"['B ERRAMILLI', [...]]","['6 September 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['I love iphone', [...]]",[['Its awesome product  thanku apple']]
660,"['Avinash Sinha', [...]]","['23 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Good mobile', [...]]",[['iPhone x specifications is great. Camera and application of this mobile is fantastic.']]
661,"['SURYA DEEP SHARMA', [...]]","['13 March 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['I love iphone x']]
662,"['S V', [...]]","['5 January 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Commendable Delivery.', [...]]","[['Exceptional delivery within 24 hrs., at good bargain.', 'Phone is exceptional.']]"
663,"['Neelu Bhatia', [...]]","['28 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['5 stars to a fabulous phone', [...]]",[['best phone ever....camera is just mind blowing....picture clarity is great....sound system is also great']]
664,"['Artezy', [...]]","['24 April 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['It’s best phone ever made by Apple.', [...]]","[['Ordered this with Apple’s genuine 12W charging adapter, the 5W which comes is extremely slow and takes ages to charge. If’s it’s worth for this price tag is still debatable, I’ve been using iPhones since iPhone 6 days and im completely into Apple’s eco system, have almost every Apple Product so price don’t really matter for me.']]"
665,"['Kiran Palany', [...]]","['15 April 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Worth buying']]
666,"['Amazon Customer', [...]]","['13 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['I am not able to turn the iPhone ON. Not able to return the item.']]
667,"['9711009801', [...]]","['22 July 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['Review for ur product', [...]]",[['I have done a lot many reviews and would like to review your product as well.']]
668,"['Jagadesh', [...]]","['15 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Excellent']]
669,"['Arkodeb Ganguly', [...]]","['11 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Beast mode', [...]]",[['Beast']]
670,"['Amazon Customer', [...]]","['8 January 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Four Stars', [...]]","[['Awesome phone, but need to improve battery backup....']]"
671,"['I Santhi', [...]]","['20 March 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Excellent phone']]
672,"['aatish28', [...]]","['15 March 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['Great phone', [...]]","[['Bought this phone in november. What i love about the phone-', '1)Its screen', '2)The phone is fast', '3)Cameras (both front and rear) are great', '4)Battery life is pretty good', 'The only downside is the charging speed. The phone charges slow with the standard charging cable that comes out of the box. I personally feel, apple should have atleast given a fast charger with such an expensive device.']]"
673,"['Harshal chauhan ', [...]]","['13 May 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['I have used this phone last 3 month']]
674,"['Monil Patel', [...]]","['10 August 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Best', [...]]",[['Awesome display and have beyond the imagination camara quality']]
675,"['kunal kowli', [...]]","['21 June 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['3.0 out of 5 stars', [...]]","['Price along with margins', [...]]","[[""Price isn't justified manufacturing cost is very much less.""]]"
676,"['Ashish', [...]]","['17 June 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Awesome Product. Great Delivery medium.', [...]]",[['Apple’s best product ever. I have bought it myself and have made 10 of my friend’s to buy it. It has the best design and a sleek phone with a bigger AMOLED screen and the quality is too good. Amazon delivered it within a day. Awesome service and without any hassles. Great product and great medium.']]
677,"['arindam chatterjee', [...]]","['13 January 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Super fast delivery and genuine product']]
678,"['swapnil johari', [...]]","['3 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Awesome!!!!']]
679,"['harsh gaur', [...]]","['16 July 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['Great Phone But....', [...]]","[['Is it a good phone ? Yes. Is it the best? Well, No.', ""Let's break it down into pros and cons and discuss what's in the package."", 'Pros:-', '1. It is one of the most powerful smartphone in the market. Apple has done a great job coming up with A11 bionic chip which is on par with snapdragon 845 chip that came significantly later. A11 chip coupled with greatly optimized IOS makes this phone faster than almost 95% smartphones available. The faceid with ir dot projection is most secure than any other.', '2. The latest released iOS 11 comes packed with features and is faster than ever. It has the most simplistic and natural user interface on a smartphone.', '3. It has currently the 3rd best camera present on any smartphone out there after the samsung galaxy s9+ and HUawei p20 pro. But unlike the first two, it provides more details,similar quality in a smaller image size meaning it takes up less storage space.', '4. I am just in love with the design of this phone. The phone is just gorgeous, i mean just beautiful. Depending on who you ask, the notch is debatable but i dont mind it because it giver more screen space. But with more and more phones coming with the notch, you just have to accept that its going to stay.', '5. The biggest selling point of apple devices is the after sales service that apple provides, being it software updates, hardware issues or just any customer support whatsoever. Apple service is best in class and nobody can argue that.', '6. Another aspect of apple devices is the ecosystem that apple has created, every apple device you own is connected to each other all the time. This feature is really convenient and you get all your notifications at all your device, you can continue anything on each of your devices where you left it.', 'Cons:-', ""1.Let's face the biggest let down of this phone, the price which is even more increased here in india. US price is 1000 $ and its indian price converted into dollars sums upto 1500$ which is absurd. Considering all the benefits, it is still too high which kind of overshadows everything else."", '2. Unlocking the phone with faceid is a two step process which annoying and slow as compared to other phones.', 'Conclusion:- All in all it is a great phone, if it was available between a price bracket of 65-70k rupees. It could have been a great purchase.']]"
680,"['Santosh', [...]]","['23 June 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['3.0 out of 5 stars', [...]]","['Three Stars', [...]]",[['Very much expensive as compared to its performance.']]
681,"['S Ramakrishnan', [...]]","['2 May 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Face ID works fine. Camera is great', [...]]",[['Just received it today. Got delivered a day earlier. So thank you amazon. Face ID works fine. Camera is great. Compact and fits in your one hand. Still need to explore more but great device.']]
682,"['Jagadish jena', [...]]","['14 October 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","[""Don't purchase"", [...]]",[['Price high']]
683,"['Amazon Customer', [...]]","['4 June 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['siraaaa']]
684,"['Balu Naidu', [...]]","['21 July 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Loved it']]
685,"['Amazon Customer', [...]]","['9 April 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Very Nice working iPhone have an emojik system that the best']]
686,"['Zia Rahman', [...]]","['1 April 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['The best from Apple!', [...]]","[[""Much has already been said about the phone but in my opinion it may sound a little expensive but when you get to use the phone you'll start to admire the attention to details which has been put in during designing and manufaturing of the phone. There is no other phone in the market which can match it's build quality. Ios has it's own disadvantages but when compared to android apple atleast provide full software support to its customers for 4 to 5 years unlike android where only 1.1% of the phones have oreo at this time. Such a shame.""]]"
687,"['Vilas', [...]]","['1 May 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['People can’t hear me on calls from iphonex', [...]]","[['I am iPhone user from last 6 years. I have had iphonex since last 2 weeks. But over the call I have made. I have had everyone says my voice is very faint or they doesn’t hear me at all. Is this software problem? I had discussion with online customer service representative and also at apple authorised service center and they did some diagnostic but it doesn’t worked. Less than a week owning it is pretty disappointing after spending this huge amount. I tried with and without case too.', 'Need help from apple support or Amazon.']]"
688,"['Hari Parkash ', [...]]","['1 May 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['Does it Worth Your money?', [...]]","[[""The iPhone X was a huge gamble from Apple, but one that really paid off. Losing the home button and altering the design was a dangerous move, but one that was sorely needed after years of similarity and the premium design, extra power, all-screen front mix together to create - by far - the best iPhone Apple's ever made. It's impossible to give a perfect score to something that costs this much - but this is the closest to smartphone perfection Apple has ever got."", 'Losing known, reliable elements like the Touch ID fingerprint scanner, the home button; introducing new methods of navigating and unlocking the phone – and charging a lot more for the privilege – seems risky for a company that was already treading new ground by doing away with the traditional headphone jack last year.', 'But the iPhone X is the handset we’ve been demanding from Apple for years – a world away from the increasingly-tired designs that those who just want a new iPhone have had to make do with.', 'So… is the iPhone X worth having? Will it change the direction of an industry where many of the specs Apple has put in – wireless charging, bezel-less displays and face recognition – are already on the market?']]"
689,"['Abhishek Sharma', [...]]","['29 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Superb', [...]]",[['One of the best phone available in the market']]
690,"['Sachin Bansal', [...]]","['11 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Superb product!', [...]]",[['Great product with great deal on Amazon.']]
691,"['Uday', [...]]","['2 April 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['My iPhone 10 brought in Mid December 2017', [...]]",[['I brought this phone from Amazon only because amazon sells guranteed products . I paid the same price for my iPhone 10 as I would have paid in any apple store in India. I now realise that the phone sold by amazon through its trading partner is a jail breaked iPhone 10. This is the last thing I had expected for a product of such high value from Amazon India .']]
692,"['Technical Kunal', [...]]","['5 March 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Dream', [...]]",[['My dream phone I love it']]
693,"['Mithilesh Singh Bisht', [...]]","['25 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['2.0 out of 5 stars', [...]]","['Two Stars', [...]]",[['Phone recieved in good quality but speaker is not working gud..voice is cracking in speaker mode...not happy']]
694,"['dinesh', [...]]","['5 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Defective product', [...]]",[['Incoming call not displaying immediately. Touch problem while receiving incoming call.']]
695,"['Sathya', [...]]","['27 August 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","[""Don't want this mobile"", [...]]",[['Not like this mobile']]
